step_id,recipe_id,step_number,action,input_item_ids,input_ingredient_ids,tool_ids,vessel_ids,duration,heat,result_state
RST000153,RCP0035,3,Залить водой в керамическом сосуде.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000154,RCP0035,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000155,RCP0035,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000156,RCP0035,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000157,RCP0036,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000158,RCP0036,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01293""]","[""ING0013""]",[],"[""POT0021""]",1–5 min,none,washed
RST000159,RCP0036,3,Залить водой в керамическом сосуде.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000160,RCP0036,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000161,RCP0036,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000162,RCP0036,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000163,RCP0037,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000164,RCP0037,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01293""]","[""ING0013""]",[],"[""POT0021""]",1–5 min,none,washed
RST000165,RCP0037,3,Залить водой в керамическом сосуде.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000166,RCP0037,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000167,RCP0037,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01293"",""FMA0001""]","[""ING0013"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000168,RCP0037,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""OMI01293""]","[""ING0013""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000169,RCP0038,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000170,RCP0038,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01290""]","[""ING0010""]",[],"[""POT0021""]",1–5 min,none,washed
RST000171,RCP0038,3,Залить водой в керамическом сосуде.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000172,RCP0038,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000173,RCP0038,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000174,RCP0038,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000175,RCP0039,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000176,RCP0039,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01290""]","[""ING0010""]",[],"[""POT0021""]",1–5 min,none,washed
RST000177,RCP0039,3,Залить водой в керамическом сосуде.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000178,RCP0039,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000179,RCP0039,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000180,RCP0039,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000181,RCP0040,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000182,RCP0040,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01290""]","[""ING0010""]",[],"[""POT0021""]",1–5 min,none,washed
RST000183,RCP0040,3,Залить водой в керамическом сосуде.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000184,RCP0040,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000185,RCP0040,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01290"",""FMA0001""]","[""ING0010"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000186,RCP0040,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""OMI01290""]","[""ING0010""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000187,RCP0041,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01289""]","[""ING0014""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000188,RCP0041,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01289""]","[""ING0014""]",[],"[""POT0021""]",1–5 min,none,washed
RST000189,RCP0041,3,Залить водой в керамическом сосуде.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000190,RCP0041,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000191,RCP0041,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000192,RCP0041,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""OMI01289""]","[""ING0014""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000193,RCP0042,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01289""]","[""ING0014""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000194,RCP0042,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01289""]","[""ING0014""]",[],"[""POT0021""]",1–5 min,none,washed
RST000195,RCP0042,3,Залить водой в керамическом сосуде.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
RST000196,RCP0042,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled
RST000197,RCP0042,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed
RST000198,RCP0042,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""OMI01289""]","[""ING0014""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat
RST000199,RCP0043,1,Перебрать сырьё и удалить явные примеси.,"[""OMI01289""]","[""ING0014""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned
RST000200,RCP0043,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""OMI01289""]","[""ING0014""]",[],"[""POT0021""]",1–5 min,none,washed
RST000201,RCP0043,3,Залить водой в керамическом сосуде.,"[""OMI01289"",""FMA0001""]","[""ING0014"",""ING0001""]",[],"[""POT0021""]",1–3 min,none,soaked
