npt_id,g4_ref,g4_short,layer,season_period,condition,requires,channel,clear_text,partial_text,loudness,member_ref,layer_class,source_refs,confidence,status
npt_central_current_split__shrub_layer__spring__default,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,shrub_layer,spring,default,,visual,"Кустарник стоит ещё без листа, но ветки налились и потемнели.",Различим кустарник.,,,shrub_or_understory,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/shrub_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_central_current_split__ground_cover__spring__default,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,ground_cover,spring,default,,visual,Сквозь ветошь прошлогодней травы пробиваются новые ростки осоки.,Различима трава.,,,grass_sedge_and_shrub_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/ground_cover|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_central_current_split__riparian_vegetation__spring__default,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,riparian_vegetation,spring,default,,visual,"Прибрежные заросли стоят в воде, ещё голые. У воды стоят ивовые кусты.",У воды различимы заросли.,,,generic_riparian_or_wetland_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/riparian_vegetation|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_central_current_split__natural_materials__spring__default,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,natural_materials,spring,default,,visual,"После талой воды на земле свежий наилок, полёгшая ветошь трав и принесённые водой ветки.",На земле что-то лежит.,,,alluvial_silt_mud+grass_sedge_litter+small_woody_debris,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/natural_materials|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_central_current_split__seasonal_state__spring__flood,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,seasonal_state,spring,flood,phenomenon wxp_spring_flood active,visual,"Половодье: вода вышла из берегов, всё мокро и ненадёжно.",Кругом вода.,,,water,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/seasonal_state|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_central_current_split__seasonal_state__spring__thawed,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,seasonal_state,spring,thawed,no flood,visual,"Вода спала, берега в грязи и наносах.",Сыро.,,,water,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/seasonal_state|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_central_current_split__light__spring__default__civil_dawn,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,light,spring,default,light_phase=civil_dawn,visual,Светает рано; над водой и низинами висит холодная синева.,Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_central_current_split__light__spring__default__daylight,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,light,spring,default,light_phase=daylight,visual,"День длинный и светлый, свет резкий на мокрой земле. Свет пятнами пробивается между деревьями.",Светло.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_central_current_split__light__spring__default__civil_dusk,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,light,spring,default,light_phase=civil_dusk,visual,"Долго не темнеет, небо светлое у края.",Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_central_current_split__light__spring__default__night,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,light,spring,default,light_phase=night,visual,Ночь коротка и не совсем темна.,Темно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_central_current_split__weather__spring__wx_clear__none,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,weather,spring,wx_clear,weather_state=wx_clear; precipitation_phase=none,visual,"Небо чистое, ветра почти нет.",Ясно.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_clear__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_central_current_split__weather__spring__wx_partly_cloudy__none,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,weather,spring,wx_partly_cloudy,weather_state=wx_partly_cloudy; precipitation_phase=none,visual,"По небу идут облака, солнце то прячется, то выходит.",Облачно.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_partly_cloudy__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_central_current_split__weather__spring__wx_overcast__none,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,weather,spring,wx_overcast,weather_state=wx_overcast; precipitation_phase=none,visual,"Небо затянуто ровной серой пеленой, но сухо.",Пасмурно.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_overcast__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_central_current_split__weather__spring__wx_fog__none,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,weather,spring,wx_fog,weather_state=wx_fog; precipitation_phase=none,visual,Лёг туман; в нескольких шагах всё расплывается. Над водой туман особенно густ.,"Туман, почти ничего не видно.",,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_fog__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_central_current_split__weather__spring__wx_precip_light__snow,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,weather,spring,wx_precip_light,weather_state=wx_precip_light; precipitation_phase=snow,visual,Сыплет мелкий редкий снег. Над водой всё скрыто серой завесой.,Идёт снег.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_light__snow|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_central_current_split__weather__spring__wx_precip_light__sleet,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,weather,spring,wx_precip_light,weather_state=wx_precip_light; precipitation_phase=sleet,visual,"Сеет мокрый снег пополам с дождём, всё блестит от сырости. Над водой всё скрыто серой завесой.",Мокро и мутно.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_light__sleet|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_central_current_split__weather__spring__wx_precip_light__rain,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,weather,spring,wx_precip_light,weather_state=wx_precip_light; precipitation_phase=rain,visual,Моросит мелкий дождь. Над водой всё скрыто серой завесой.,Моросит.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_light__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_central_current_split__weather__spring__wx_precip_steady__snow,g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split,central_current_split,weather,spring,wx_precip_steady,weather_state=wx_precip_steady; precipitation_phase=snow,visual,"Валит густой снег, дальнего берега не видно. Над водой всё скрыто серой завесой.",Снег застилает всё.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_central_current_split/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_steady__snow|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
