step_id,ds_id,step_no,action_ru,input_fd_ids,tool_ids,vessel_ids,duration,heat,result_state,source_refs,confidence,status
st_rst000096,ds_flatbread_oat_flour,1,Смешать муку с водой до плотного или мягкого теста; точная влажность реконструируется.,"[""fd_oat_flour"", ""fd_water_well""]","[""POT0002""]","[""HOU0019""]",10–20 min,none,kneaded,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000096""]",C,candidate
st_rst000097,ds_flatbread_oat_flour,2,При использовании закваски дать тесту коротко подойти; пресный вариант печь сразу.,"[""fd_oat_flour"", ""fd_rye_starter""]",[],"[""HOU0019""]",0–180 min,warm_no_direct_heat,rested,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000097""]",C,candidate
st_rst000098,ds_flatbread_oat_flour,3,Разделить и расплющить небольшие лепёшки.,"[""fd_oat_flour""]","[""POT0002""]","[""POT0010""]",5–15 min,none,shaped,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000098""]",C,candidate
st_rst000099,ds_flatbread_oat_flour,4,"Испечь на горячем поду или у жара, переворачивая только при необходимости технологии.","[""fd_oat_flour""]","[""INT0027""]",[],10–40 min,hot_hearth,baked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000099""]",C,candidate
st_rst000100,ds_flatbread_oat_flour,5,Остудить и употребить свежими.,"[""fd_oat_flour""]",[],"[""POT0007""]",10–30 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000100""]",C,candidate
st_rst000101,ds_flatbread_wheat_flour,1,Смешать муку с водой до плотного или мягкого теста; точная влажность реконструируется.,"[""fd_wheat_flour"", ""fd_water_well""]","[""POT0002""]","[""HOU0019""]",10–20 min,none,kneaded,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000101""]",C,candidate
st_rst000102,ds_flatbread_wheat_flour,2,При использовании закваски дать тесту коротко подойти; пресный вариант печь сразу.,"[""fd_wheat_flour"", ""fd_rye_starter""]",[],"[""HOU0019""]",0–180 min,warm_no_direct_heat,rested,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000102""]",C,candidate
st_rst000103,ds_flatbread_wheat_flour,3,Разделить и расплющить небольшие лепёшки.,"[""fd_wheat_flour""]","[""POT0002""]","[""POT0010""]",5–15 min,none,shaped,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000103""]",C,candidate
st_rst000104,ds_flatbread_wheat_flour,4,"Испечь на горячем поду или у жара, переворачивая только при необходимости технологии.","[""fd_wheat_flour""]","[""INT0027""]",[],10–40 min,hot_hearth,baked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000104""]",C,candidate
st_rst000105,ds_flatbread_wheat_flour,5,Остудить и употребить свежими.,"[""fd_wheat_flour""]",[],"[""POT0007""]",10–30 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000105""]",C,candidate
st_rst000106,ds_flatbread_mixed_flour,1,Смешать муку с водой до плотного или мягкого теста; точная влажность реконструируется.,"[""fd_mixed_flour"", ""fd_water_well""]","[""POT0002""]","[""HOU0019""]",10–20 min,none,kneaded,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000106""]",C,candidate
st_rst000107,ds_flatbread_mixed_flour,2,При использовании закваски дать тесту коротко подойти; пресный вариант печь сразу.,"[""fd_mixed_flour"", ""fd_rye_starter""]",[],"[""HOU0019""]",0–180 min,warm_no_direct_heat,rested,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000107""]",C,candidate
st_rst000108,ds_flatbread_mixed_flour,3,Разделить и расплющить небольшие лепёшки.,"[""fd_mixed_flour""]","[""POT0002""]","[""POT0010""]",5–15 min,none,shaped,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000108""]",C,candidate
st_rst000109,ds_flatbread_mixed_flour,4,"Испечь на горячем поду или у жара, переворачивая только при необходимости технологии.","[""fd_mixed_flour""]","[""INT0027""]",[],10–40 min,hot_hearth,baked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000109""]",C,candidate
st_rst000110,ds_flatbread_mixed_flour,5,Остудить и употребить свежими.,"[""fd_mixed_flour""]",[],"[""POT0007""]",10–30 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000110""]",C,candidate
st_rst000111,ds_thin_batter_cake_uncertain,1,Приготовить жидкую мучную затирку из доступной муки и воды.,"[""fd_thin_flour_mash""]","[""POT0002""]","[""HOU0019""]",5–15 min,none,mixed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000111""]",C,candidate
st_rst000112,ds_thin_batter_cake_uncertain,2,Нагреть подтверждённую железную сковороду или иную подходящую поверхность; наличие такого сосуда не универсально.,[],[],"[""POT0011""]",10–30 min,direct_heat,hot,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000112""]",C,candidate
st_rst000113,ds_thin_batter_cake_uncertain,3,Нанести небольшое количество теста и пропечь с обеих сторон.,"[""fd_thin_flour_mash""]","[""POT0002""]","[""POT0011""]",5–15 min,direct_heat,fried,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000113""]",C,candidate
st_rst000114,ds_thin_batter_cake_uncertain,4,Подать без современного гарнира и ресторанной стопки.,[],[],"[""POT0007""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000114""]",C,candidate
st_rst000115,ds_porridge_barley_groats_liquid,1,Перебрать сырьё и удалить явные примеси.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000115""]",C,candidate
st_rst000116,ds_porridge_barley_groats_liquid,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_barley_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000116""]",C,candidate
st_rst000117,ds_porridge_barley_groats_liquid,3,Залить водой в керамическом сосуде.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000117""]",C,candidate
st_rst000118,ds_porridge_barley_groats_liquid,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000118""]",C,candidate
st_rst000119,ds_porridge_barley_groats_liquid,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_barley_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000119""]",C,candidate
st_rst000120,ds_porridge_barley_groats_liquid,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000120""]",C,candidate
st_rst000121,ds_porridge_barley_groats_medium,1,Перебрать сырьё и удалить явные примеси.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000121""]",C,candidate
st_rst000122,ds_porridge_barley_groats_medium,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_barley_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000122""]",C,candidate
st_rst000123,ds_porridge_barley_groats_medium,3,Залить водой в керамическом сосуде.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000123""]",C,candidate
st_rst000124,ds_porridge_barley_groats_medium,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000124""]",C,candidate
st_rst000125,ds_porridge_barley_groats_medium,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_barley_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000125""]",C,candidate
st_rst000126,ds_porridge_barley_groats_medium,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000126""]",C,candidate
st_rst000127,ds_porridge_barley_groats_thick,1,Перебрать сырьё и удалить явные примеси.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000127""]",C,candidate
st_rst000128,ds_porridge_barley_groats_thick,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_barley_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000128""]",C,candidate
st_rst000129,ds_porridge_barley_groats_thick,3,Залить водой в керамическом сосуде.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000129""]",C,candidate
st_rst000130,ds_porridge_barley_groats_thick,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_barley_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000130""]",C,candidate
st_rst000131,ds_porridge_barley_groats_thick,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_barley_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000131""]",C,candidate
st_rst000132,ds_porridge_barley_groats_thick,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""fd_barley_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000132""]",C,candidate
st_rst000133,ds_porridge_oat_groats_liquid,1,Перебрать сырьё и удалить явные примеси.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000133""]",C,candidate
st_rst000134,ds_porridge_oat_groats_liquid,2,"При необходимости быстро промыть, не предполагая современной санитарной процедуры.","[""fd_oat_groats""]",[],"[""POT0021""]",1–5 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000134""]",C,candidate
st_rst000135,ds_porridge_oat_groats_liquid,3,Залить водой в керамическом сосуде.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",1–3 min,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000135""]",C,candidate
st_rst000136,ds_porridge_oat_groats_liquid,4,Нагреть у огня или в горячей части печи до уверенного кипения.,"[""fd_oat_groats"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,strong_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000136""]",C,candidate
st_rst000137,ds_porridge_oat_groats_liquid,5,Переставить в менее горячую часть печи и варить или томить до мягкости.,"[""fd_oat_groats"", ""fd_water_well""]","[""POT0009""]","[""POT0021""]",30–180 min,residual_or_gentle_heat,stewed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000137""]",C,candidate
st_rst000138,ds_porridge_oat_groats_liquid,6,Посолить по доступности и подать в деревянной или керамической миске.,"[""fd_oat_groats""]","[""POT0002""]","[""POT0021""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000138""]",C,candidate
